"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 09- 01","419.92","419.17","421.31","417.16","151.58M","0.03%"
"2021- 08- 31","419.79","411.69","419.90","409.67","170.99M","2.01%"
"2021- 08- 30","411.50","414.15","414.85","410.04","145.64M","0.31%"
"2021- 08- 27","410.24","408.63","411.79","406.81","132.45M","-0.03%"
"2021- 08- 26","410.38","414.49","415.74","409.79","174.28M","-0.86%"
"2021- 08- 25","413.95","414.01","416.03","410.63","176.20M","0.36%"
"2021- 08- 24","412.48","408.47","412.94","408.26","165.65M","1.95%"
"2021- 08- 23","404.58","404.32","407.82","401.63","166.04M","0.95%"
"2021- 08- 20","400.78","406.64","408.35","399.18","197.11M","-1.03%"
"2021- 08- 19","404.96","410.84","412.93","404.91","192.94M","-2.03%"
"2021- 08- 18","413.36","410.92","415.38","408.46","184.48M","0.50%"
"2021- 08- 17","411.31","415.50","417.23","410.31","207.92M","-1.14%"
"2021- 08- 13","416.06","421.38","422.04","413.64","221.07M","-1.50%"
"2021- 08- 12","422.38","423.17","425.53","421.42","251.30M","-0.56%"
"2021- 08- 11","424.74","427.16","428.88","424.30","170.67M","-0.89%"
"2021- 08- 10","428.56","433.01","433.11","427.28","174.09M","-0.72%"
"2021- 08- 09","431.65","431.57","433.16","430.05","140.99M","-0.38%"
"2021- 08- 06","433.29","434.85","436.61","432.27","143.72M","-0.33%"
"2021- 08- 05","434.74","436.46","437.85","434.24","267.97M","-0.30%"
"2021- 08- 04","436.05","431.60","436.71","430.16","166.74M","1.41%"
"2021- 08- 03","429.98","426.65","429.98","426.42","151.06M","0.75%"
"2021- 08- 02","426.79","426.29","426.85","422.86","117.34M","0.68%"
"2021- 07- 30","423.91","428.12","428.21","423.91","143.58M","-1.30%"
"2021- 07- 29","429.49","430.58","431.19","428.18","112.36M","0.08%"
"2021- 07- 28","429.15","427.30","429.71","425.34","132.99M","0.22%"
"2021- 07- 27","428.22","430.14","431.15","427.89","142.52M","0.18%"
"2021- 07- 26","427.47","433.14","433.28","427.46","146.23M","-0.95%"
"2021- 07- 23","431.55","431.75","433.23","430.27","173.07M","0.04%"
"2021- 07- 22","431.38","428.75","431.93","428.65","182.08M","1.26%"
"2021- 07- 21","426.00","430.99","431.29","425.82","212.12M","-0.60%"
"2021- 07- 20","428.55","427.14","428.78","425.99","163.96M","-0.31%"
"2021- 07- 19","429.89","432.25","432.25","428.94","152.02M","-1.13%"
"2021- 07- 16","434.82","436.24","436.24","432.85","149.48M","-0.44%"
"2021- 07- 15","436.76","434.24","436.85","433.12","152.54M","0.74%"
"2021- 07- 14","433.57","434.47","434.57","431.75","147.02M","-0.26%"
"2021- 07- 13","434.71","432.39","435.21","432.36","148.61M","0.80%"
"2021- 07- 12","431.28","429.33","432.02","429.30","134.96M","0.80%"
"2021- 07- 09","427.84","431.64","431.65","424.26","238.82M","-1.11%"
"2021- 07- 08","432.63","437.20","438.56","432.60","216.93M","-0.99%"
"2021- 07- 07","436.97","439.29","439.29","435.78","178.32M","-0.58%"
"2021- 07- 06","439.50","437.96","440.68","437.96","194.16M","0.42%"
"2021- 07- 05","437.66","436.53","438.92","436.53","180.18M","0.38%"
"2021- 07- 02","436.00","436.31","438.07","435.54","197.30M","-0.08%"
"2021- 07- 01","436.34","439.01","439.26","435.80","172.56M","-0.57%"
"2021- 06- 30","438.84","437.76","440.40","437.70","167.36M","0.30%"
"2021- 06- 29","437.54","440.48","440.60","436.17","231.75M","-0.55%"
"2021- 06- 28","439.98","440.78","441.54","438.55","237.76M","-0.10%"
"2021- 06- 25","440.40","438.76","442.31","438.75","367.17M","0.46%"
"2021- 06- 24","438.38","437.54","439.37","436.96","299.67M","0.38%"
"2021- 06- 23","436.73","434.65","437.37","434.62","372.08M","0.53%"
"2021- 06- 22","434.42","432.10","435.05","432.10","483.82M","0.69%"
"2021- 06- 21","431.46","434.57","434.57","429.52","242.43M","-0.82%"
"2021- 06- 18","435.02","434.82","436.69","434.39","230.15M","0.07%"
"2021- 06- 17","434.73","436.61","436.63","432.78","200.55M","-0.51%"
"2021- 06- 16","436.96","434.19","437.47","433.88","306.89M","0.65%"
"2021- 06- 15","434.13","433.41","434.99","432.48","336.10M","0.21%"
"2021- 06- 14","433.22","432.70","433.59","431.28","236.26M","0.10%"
"2021- 06- 11","432.78","429.61","433.42","429.61","328.90M","0.80%"
"2021- 06- 10","429.35","428.23","430.87","427.50","267.08M","0.28%"
"2021- 06- 09","428.16","432.35","432.53","428.16","248.52M","-1.09%"
"2021- 06- 08","432.88","433.21","435.02","431.71","323.68M","-0.09%"
"2021- 06- 07","433.26","432.82","435.77","430.76","337.93M","0.24%"
"2021- 06- 04","432.22","433.70","433.70","429.33","290.32M","-0.38%"
"2021- 06- 03","433.87","430.20","435.60","430.20","219.81M","0.86%"
"2021- 06- 02","430.15","430.60","433.06","429.14","292.52M","-0.04%"
"2021- 06- 01","430.32","428.08","432.18","426.94","225.69M","0.56%"
"2021- 05- 31","427.91","426.31","428.18","424.29","230.91M","0.46%"
"2021- 05- 28","425.95","423.88","427.51","423.58","203.18M","0.70%"
"2021- 05- 27","423.00","423.92","424.38","419.78","311.20M","-0.13%"
"2021- 05- 26","423.54","424.46","426.05","422.55","199.31M","-0.19%"
"2021- 05- 25","424.35","421.91","424.83","421.20","176.02M","0.90%"
"2021- 05- 24","420.57","421.92","423.09","419.38","177.69M","-0.36%"
"2021- 05- 21","422.08","423.12","427.75","420.70","196.32M","0.09%"
"2021- 05- 20","421.68","423.38","423.38","419.07","181.88M","-0.33%"
"2021- 05- 18","423.09","418.28","423.93","418.28","174.86M","1.15%"
"2021- 05- 17","418.27","421.97","423.19","416.08","207.00M","-0.45%"
"2021- 05- 14","420.17","417.50","421.75","417.50","199.29M","0.99%"
"2021- 05- 13","416.07","419.60","421.07","414.28","379.12M","-1.37%"
"2021- 05- 12","421.86","428.74","428.96","419.11","295.19M","-1.61%"
"2021- 05- 11","428.77","434.14","434.14","427.21","301.80M","-1.57%"
"2021- 05- 10","435.63","429.04","436.73","429.04","255.44M","1.65%"
"2021- 05- 07","428.56","426.51","429.94","426.00","229.12M","0.45%"
"2021- 05- 06","426.64","423.62","426.64","421.25","313.80M","0.72%"
"2021- 05- 04","423.57","420.99","423.57","418.53","208.97M","0.76%"
"2021- 05- 03","420.36","422.54","426.30","419.30","234.40M","-0.47%"
"2021- 04- 30","422.36","426.61","426.83","421.73","255.79M","-0.92%"
"2021- 04- 29","426.28","428.07","430.14","424.83","231.94M","-0.28%"
"2021- 04- 28","427.48","432.20","432.82","426.88","261.38M","-1.08%"
"2021- 04- 27","432.14","432.46","433.43","430.36","216.23M","-0.05%"
"2021- 04- 26","432.36","428.89","432.36","428.68","244.08M","0.94%"
"2021- 04- 23","428.34","426.68","428.87","422.92","215.68M","0.23%"
"2021- 04- 22","427.37","427.06","430.44","427.06","202.88M","0.15%"
"2021- 04- 21","426.75","433.40","433.47","425.93","187.76M","-1.81%"
"2021- 04- 20","434.60","431.90","434.70","431.38","185.75M","0.61%"
"2021- 04- 19","431.96","432.74","434.28","431.16","172.93M","-0.11%"
"2021- 04- 16","432.43","432.43","434.57","430.98","188.08M","-0.05%"
"2021- 04- 15","432.66","430.41","434.40","430.39","189.53M","0.45%"
"2021- 04- 14","430.71","429.14","431.65","428.04","154.42M","0.38%"
"2021- 04- 13","429.08","424.40","429.84","423.89","162.00M","1.15%"
"2021- 04- 12","424.22","424.73","426.62","423.10","134.97M","-0.02%"
"2021- 04- 09","424.30","427.26","428.65","423.33","166.99M","-0.60%"
"2021- 04- 08","426.86","426.73","427.32","424.36","221.93M","0.04%"
"2021- 04- 07","426.70","426.22","428.38","424.96","176.73M","0.19%"
"2021- 04- 06","425.88","425.18","427.68","423.35","162.96M","0.24%"
"2021- 04- 05","424.85","425.15","426.31","422.16","157.71M","0.26%"
"2021- 04- 02","423.74","422.19","425.13","422.02","163.07M","1.03%"
"2021- 04- 01","419.42","416.99","419.78","416.51","184.61M","1.06%"
"2021- 03- 31","415.04","417.12","420.18","415.04","225.86M","-0.38%"
"2021- 03- 30","416.61","412.32","417.44","412.32","207.51M","1.11%"
"2021- 03- 29","412.05","413.90","414.72","410.45","312.52M","-0.20%"
"2021- 03- 26","412.89","409.16","413.04","409.13","305.21M","1.07%"
"2021- 03- 25","408.53","407.03","411.27","405.59","180.93M","0.35%"
"2021- 03- 24","407.10","407.32","408.76","404.03","193.07M","-0.39%"
"2021- 03- 23","408.71","412.89","416.15","408.40","234.50M","-0.95%"
"2021- 03- 22","412.64","412.92","414.48","410.27","270.01M","-0.07%"
"2021- 03- 19","412.91","416.70","416.71","410.59","189.02M","-1.00%"
"2021- 03- 18","417.06","414.97","420.86","414.97","164.06M","0.74%"
"2021- 03- 17","414.01","417.35","417.67","411.32","132.77M","-0.79%"
"2021- 03- 16","417.31","414.82","418.06","414.11","155.16M","0.76%"
"2021- 03- 15","414.18","416.58","417.69","413.61","161.31M","-0.47%"
"2021- 03- 12","416.13","413.67","417.76","413.67","184.66M","1.24%"
"2021- 03- 11","411.02","404.36","413.24","404.36","231.92M","1.87%"
"2021- 03- 10","403.48","406.37","411.22","402.37","172.53M","-0.57%"
"2021- 03- 09","405.79","407.33","408.83","399.37","313.26M","-0.62%"
"2021- 03- 08","408.34","412.86","416.37","407.60","216.89M","-0.89%"
"2021- 03- 05","412.00","413.32","413.78","405.93","293.66M","-0.52%"
"2021- 03- 04","414.17","419.34","419.34","411.28","214.04M","-1.45%"
"2021- 03- 03","420.27","414.45","420.27","412.40","198.31M","1.32%"
"2021- 03- 02","414.80","411.00","422.41","411.00","229.89M","1.19%"
"2021- 02- 26","409.91","421.19","421.19","406.59","297.50M","-2.98%"
"2021- 02- 25","422.52","412.05","422.56","412.05","200.31M","3.77%"
"2021- 02- 24","407.16","415.78","420.05","406.86","252.63M","-2.08%"
"2021- 02- 23","415.82","415.07","419.58","410.84","228.35M","-0.25%"
"2021- 02- 22","416.88","421.96","425.90","416.80","272.97M","-0.96%"
"2021- 02- 19","420.94","417.98","421.36","411.58","246.86M","0.84%"
"2021- 02- 18","417.44","423.92","425.38","417.44","181.37M","-1.59%"
"2021- 02- 17","424.20","429.20","429.24","421.77","230.41M","-1.17%"
"2021- 02- 16","429.24","427.80","432.25","426.73","176.07M","0.52%"
"2021- 02- 15","427.01","420.85","428.64","420.60","191.24M","1.75%"
"2021- 02- 10","419.65","418.40","421.48","414.77","184.76M","0.42%"
"2021- 02- 09","417.91","420.71","424.94","417.87","201.53M","-0.25%"
"2021- 02- 08","418.95","422.30","424.62","418.37","229.54M","-1.03%"
"2021- 02- 05","423.30","419.84","424.20","417.85","221.56M","1.19%"
"2021- 02- 04","418.31","425.92","426.23","415.58","263.57M","-1.62%"
"2021- 02- 03","425.21","422.69","427.51","419.75","248.28M","0.99%"
"2021- 02- 02","421.03","416.77","427.63","416.77","219.04M","1.34%"
"2021- 02- 01","415.45","404.71","415.53","400.59","235.01M","2.69%"
"2021- 01- 29","404.56","417.92","421.05","402.94","305.30M","-2.84%"
"2021- 01- 28","416.40","422.92","422.92","413.34","242.94M","-1.72%"
"2021- 01- 27","423.67","427.11","432.62","423.23","205.61M","-0.72%"
"2021- 01- 26","426.73","436.27","437.19","425.64","236.60M","-2.42%"
"2021- 01- 25","437.30","427.64","437.96","427.17","231.21M","2.38%"
"2021- 01- 22","427.13","430.73","433.84","427.13","269.26M","-0.73%"
"2021- 01- 21","430.27","425.29","431.05","424.64","302.48M","1.48%"
"2021- 01- 20","424.01","425.17","429.39","419.27","259.50M","0.63%"
"2021- 01- 19","421.35","410.21","423.82","409.67","259.93M","2.64%"
"2021- 01- 18","410.50","419.70","419.70","408.69","289.24M","-2.36%"
"2021- 01- 15","420.43","430.37","436.35","420.33","279.52M","-2.19%"
"2021- 01- 14","429.85","430.43","431.54","427.13","284.70M","-0.12%"
"2021- 01- 13","430.38","427.98","433.27","424.97","303.67M","0.59%"
"2021- 01- 12","427.87","430.80","432.04","416.29","362.36M","-0.76%"
"2021- 01- 11","431.13","431.69","449.04","424.16","545.78M","0.21%"
"2021- 01- 08","430.22","412.06","431.99","412.06","499.11M","4.72%"
"2021- 01- 07","410.81","404.00","414.65","403.99","460.33M","2.17%"
"2021- 01- 06","402.08","406.33","411.21","401.06","429.08M","-0.97%"
"2021- 01- 05","406.03","399.79","406.03","396.43","470.87M","1.54%"
"2021- 01- 04","399.88","389.50","400.78","388.88","361.89M","2.72%"
"2020- 12- 30","389.29","381.21","390.04","379.14","236.86M","2.10%"
"2020- 12- 29","381.27","380.34","382.31","377.04","234.72M","0.35%"
"2020- 12- 28","379.93","381.51","383.84","378.44","304.33M","0.20%"
"2020- 12- 24","379.18","371.67","380.29","371.67","314.37M","2.12%"
"2020- 12- 23","371.32","367.02","371.93","364.72","296.02M","1.33%"
"2020- 12- 22","366.43","371.08","371.91","366.43","291.11M","-1.54%"
"2020- 12- 21","372.18","371.51","372.44","368.05","252.57M","0.17%"
"2020- 12- 18","371.55","372.02","373.37","370.50","307.53M","-0.12%"
"2020- 12- 17","372.00","372.12","372.60","368.07","244.58M","-0.14%"
"2020- 12- 16","372.53","371.86","374.53","371.03","188.95M","0.44%"
"2020- 12- 15","370.88","371.75","372.64","367.70","243.33M","-0.18%"
"2020- 12- 14","371.56","372.14","374.72","370.50","284.47M","-0.18%"
"2020- 12- 11","372.24","370.45","374.30","370.39","331.02M","0.78%"
"2020- 12- 10","369.37","370.74","372.68","365.76","344.58M","-0.57%"
"2020- 12- 09","371.47","363.77","371.64","363.77","191.95M","2.21%"
"2020- 12- 08","363.45","369.73","370.11","363.41","192.37M","-1.73%"
"2020- 12- 07","369.86","368.59","371.51","365.32","221.80M","0.61%"
"2020- 12- 04","367.63","363.28","369.67","363.23","281.11M","1.65%"
"2020- 12- 03","361.66","360.36","361.66","358.45","206.86M","0.84%"
"2020- 12- 02","358.66","354.33","359.15","354.00","220.90M","1.78%"
"2020- 12- 01","352.40","349.37","353.26","349.07","260.00M","1.83%"
"2020- 11- 30","346.05","354.70","354.78","346.05","339.06M","-1.89%"
"2020- 11- 27","352.73","351.83","353.19","350.63","178.42M","0.17%"
"2020- 11- 26","352.12","348.66","352.12","346.77","182.18M","1.10%"
"2020- 11- 25","348.30","353.05","353.96","346.17","333.14M","-0.57%"
"2020- 11- 24","350.28","350.30","352.55","348.61","295.44M","0.52%"
"2020- 11- 23","348.46","341.51","348.94","340.60","380.84M","2.30%"
"2020- 11- 20","340.62","339.48","341.71","338.59","179.11M","0.14%"
"2020- 11- 19","340.16","338.56","340.42","337.51","215.10M","0.06%"
"2020- 11- 18","339.96","341.07","341.81","338.64","231.64M","0.03%"
"2020- 11- 17","339.85","340.84","342.57","339.06","403.20M","-0.23%"
"2020- 11- 16","340.63","335.20","341.15","335.20","465.75M","2.28%"
"2020- 11- 13","333.03","329.09","333.15","328.25","291.36M","1.00%"
"2020- 11- 12","329.72","330.57","331.58","328.46","342.30M","-0.42%"
"2020- 11- 11","331.12","327.04","331.46","327.01","323.23M","1.53%"
"2020- 11- 10","326.13","326.33","327.00","323.79","331.19M","0.09%"
"2020- 11- 09","325.83","325.25","328.02","324.51","276.82M","1.16%"
"2020- 11- 06","322.10","322.72","324.28","320.61","143.96M","0.18%"
"2020- 11- 05","321.51","315.74","321.51","315.27","186.09M","2.45%"
"2020- 11- 04","313.83","314.31","315.62","311.37","212.32M","0.56%"
"2020- 11- 03","312.07","308.14","312.35","308.01","129.00M","2.00%"
"2020- 11- 02","305.95","302.67","306.43","301.37","111.03M","1.44%"
"2020- 10- 30","301.60","308.91","309.08","301.58","178.91M","-2.69%"
"2020- 10- 29","309.94","308.99","310.56","306.63","139.04M","-1.03%"
"2020- 10- 28","313.17","310.66","313.30","309.44","120.21M","0.44%"
"2020- 10- 27","311.80","311.50","313.93","310.55","162.32M","-0.55%"
"2020- 10- 26","313.53","315.63","316.78","313.33","170.88M","-0.40%"
"2020- 10- 23","314.79","314.98","315.83","312.31","198.02M","0.33%"
"2020- 10- 22","313.77","313.62","314.29","311.55","140.73M","-0.63%"
"2020- 10- 21","315.76","315.34","316.61","314.16","136.81M","0.33%"
"2020- 10- 20","314.71","311.02","314.91","309.95","135.68M","0.68%"
"2020- 10- 19","312.59","313.43","314.94","312.19","138.22M","0.24%"
"2020- 10- 16","311.83","314.41","315.47","309.67","126.44M","-0.67%"
"2020- 10- 15","313.92","315.76","315.89","312.40","124.41M","-0.84%"
"2020- 10- 14","316.57","319.60","319.88","315.71","129.34M","-0.94%"
"2020- 10- 13","319.58","321.04","321.45","316.98","126.74M","0.13%"
"2020- 10- 12","319.15","318.99","320.01","317.67","140.94M","0.53%"
"2020- 10- 08","317.47","320.31","320.38","316.60","168.69M","0.04%"
"2020- 10- 07","317.35","312.34","317.44","311.82","124.43M","0.92%"
"2020- 10- 06","314.45","315.13","316.48","313.03","139.89M","0.30%"
"2020- 10- 05","313.51","309.65","314.66","309.09","157.99M","1.32%"
"2020- 09- 29","309.44","310.01","311.34","308.52","138.82M","0.78%"
"2020- 09- 28","307.03","306.49","308.34","304.64","173.18M","1.14%"
"2020- 09- 25","303.57","305.38","305.55","301.93","156.86M","0.36%"
"2020- 09- 24","302.48","304.85","306.98","301.95","181.25M","-2.31%"
"2020- 09- 23","309.64","311.50","311.76","303.29","208.05M","0.27%"
"2020- 09- 22","308.82","315.53","316.02","307.40","304.36M","-2.24%"
"2020- 09- 21","315.89","318.13","320.86","314.78","165.86M","-0.79%"
"2020- 09- 18","318.39","319.20","319.81","316.62","153.54M","0.12%"
"2020- 09- 17","318.00","321.30","322.23","316.92","178.30M","-1.34%"
"2020- 09- 16","322.31","323.14","324.19","321.52","146.88M","-0.32%"
"2020- 09- 15","323.36","321.82","323.57","320.54","152.45M","0.74%"
"2020- 09- 14","320.98","319.83","321.22","318.54","176.78M","1.43%"
"2020- 09- 11","316.45","315.64","316.77","313.20","165.16M","-0.03%"
"2020- 09- 10","316.53","317.92","318.38","315.46","234.27M","0.88%"
"2020- 09- 09","313.77","313.54","315.90","312.90","198.50M","-1.14%"
"2020- 09- 08","317.38","316.31","317.43","314.56","227.27M","1.18%"
"2020- 09- 07","313.67","312.08","314.44","310.93","264.67M","0.53%"
"2020- 09- 04","312.03","308.25","312.64","308.04","408.03M","-1.39%"
"2020- 09- 03","316.43","314.73","317.46","314.45","342.18M","1.58%"
"2020- 09- 02","311.50","311.69","312.92","308.52","337.04M","0.55%"
"2020- 09- 01","309.81","309.08","311.15","307.63","342.81M","0.87%"
"2020- 08- 31","307.14","315.46","316.11","307.12","312.18M","-1.63%"
"2020- 08- 28","312.24","313.86","315.95","311.06","256.41M","0.28%"
"2020- 08- 27","311.38","314.46","315.17","311.37","175.57M","-0.89%"
"2020- 08- 26","314.19","313.61","315.08","309.74","193.54M","0.19%"
"2020- 08- 25","313.59","312.45","314.14","310.57","197.82M","1.38%"
"2020- 08- 24","309.33","306.86","310.27","303.39","142.21M","1.04%"
"2020- 08- 21","306.16","306.17","309.88","303.15","166.30M","1.52%"
"2020- 08- 20","301.59","310.45","312.77","301.15","249.74M","-3.81%"
"2020- 08- 19","313.54","315.96","316.82","313.18","159.93M","0.22%"
"2020- 08- 18","312.84","319.57","321.69","311.20","247.52M","-2.00%"
"2020- 08- 14","319.24","321.59","322.66","316.28","260.40M","-1.26%"
"2020- 08- 13","323.33","325.84","326.22","319.66","285.74M","0.20%"
"2020- 08- 12","322.68","320.31","322.68","317.30","293.14M","0.52%"
"2020- 08- 11","321.02","317.63","322.64","317.56","297.60M","1.34%"
"2020- 08- 10","316.77","312.75","317.84","312.08","261.18M","1.34%"
"2020- 08- 07","312.57","311.99","314.11","310.00","299.12M","0.40%"
"2020- 08- 06","311.32","307.88","312.84","307.88","254.20M","1.53%"
"2020- 08- 05","306.64","303.94","306.67","302.91","210.81M","1.19%"
"2020- 08- 04","303.04","302.50","304.27","301.48","219.87M","1.20%"
"2020- 08- 03","299.46","299.57","300.33","297.57","179.73M","0.05%"
"2020- 07- 31","299.32","303.69","304.16","298.89","201.96M","-0.84%"
"2020- 07- 30","301.85","303.13","304.13","301.49","191.76M","0.20%"
"2020- 07- 29","301.25","300.57","303.51","299.61","264.44M","0.37%"
"2020- 07- 28","300.13","296.53","301.34","296.38","301.28M","2.26%"
"2020- 07- 27","293.51","291.03","295.26","290.82","193.24M","0.98%"
"2020- 07- 24","290.66","289.84","292.74","289.42","216.21M","-0.58%"
"2020- 07- 23","292.37","293.62","293.62","290.49","250.98M","-0.57%"
"2020- 07- 22","294.04","294.71","296.14","293.39","327.32M","-0.38%"
"2020- 07- 21","295.16","294.03","296.11","293.20","366.99M","1.50%"
"2020- 07- 20","290.81","292.76","292.76","289.01","161.82M","-0.26%"
"2020- 07- 17","291.57","289.90","292.10","289.90","118.64M","0.80%"
"2020- 07- 16","289.25","292.34","292.74","288.46","129.45M","-1.03%"
"2020- 07- 15","292.27","292.94","294.42","290.89","168.35M","0.91%"
"2020- 07- 14","289.63","288.42","289.63","286.89","126.30M","-0.07%"
"2020- 07- 13","289.84","287.92","290.49","286.86","127.05M","1.68%"
"2020- 07- 10","285.06","287.87","288.09","283.51","136.77M","-0.76%"
"2020- 07- 09","287.25","287.80","289.41","287.08","140.61M","0.45%"
"2020- 07- 08","285.97","287.20","288.41","285.18","119.45M","-0.28%"
"2020- 07- 07","286.77","292.74","292.98","286.76","156.13M","-1.32%"
"2020- 07- 06","290.62","286.84","291.14","286.31","128.12M","1.65%"
"2020- 07- 03","285.89","285.59","286.09","283.36","100.22M","0.72%"
"2020- 07- 02","283.86","281.30","283.89","280.71","111.37M","1.28%"
"2020- 07- 01","280.26","283.10","283.84","279.44","133.80M","0.06%"
"2020- 06- 30","280.09","282.55","283.98","280.09","179.50M","0.74%"
"2020- 06- 29","278.04","279.36","281.77","277.06","137.76M","-1.88%"
"2020- 06- 26","283.38","283.36","284.58","280.65","169.01M","1.30%"
"2020- 06- 25","279.73","282.38","284.36","279.73","152.98M","-2.43%"
"2020- 06- 24","286.70","283.71","288.30","283.30","200.57M","1.69%"
"2020- 06- 23","281.94","284.64","286.04","279.26","163.68M","0.18%"
"2020- 06- 22","281.42","281.01","283.71","280.34","139.84M","-0.69%"
"2020- 06- 19","283.37","284.56","284.70","278.53","189.13M","0.52%"
"2020- 06- 18","281.91","281.74","283.39","280.02","181.59M","-0.39%"
"2020- 06- 17","283.02","282.08","284.90","278.33","337.22M","0.15%"
"2020- 06- 16","282.59","275.89","282.59","274.00","247.89M","5.46%"
"2020- 06- 15","267.95","278.61","280.87","267.95","262.44M","-4.91%"
"2020- 06- 12","281.78","276.97","282.54","276.05","232.83M","-2.37%"
"2020- 06- 11","288.62","289.98","292.08","284.29","275.90M","-1.12%"
"2020- 06- 10","291.90","291.03","292.92","289.60","229.07M","0.20%"
"2020- 06- 09","291.32","293.96","294.87","287.83","268.57M","0.19%"
"2020- 06- 08","290.77","295.41","295.68","289.71","286.66M","0.05%"
"2020- 06- 05","290.62","286.30","291.50","284.50","282.06M","1.46%"
"2020- 06- 04","286.45","291.17","292.90","284.93","364.58M","0.19%"
"2020- 06- 03","285.91","279.14","287.49","278.98","476.50M","3.56%"
"2020- 06- 02","276.08","272.65","276.47","272.22","251.03M","1.06%"
"2020- 06- 01","273.19","269.29","273.39","268.93","171.51M","1.81%"
"2020- 05- 29","268.32","266.62","269.61","265.23","269.47M","0.01%"
"2020- 05- 28","268.29","270.17","271.44","264.85","248.93M","0.24%"
"2020- 05- 27","267.64","266.71","269.17","265.86","247.18M","0.12%"
"2020- 05- 26","267.31","263.48","267.31","262.95","175.42M","1.73%"
"2020- 05- 25","262.76","260.95","262.82","259.16","125.43M","1.21%"
"2020- 05- 22","259.62","263.82","264.07","258.34","166.03M","-1.56%"
"2020- 05- 21","263.74","264.52","264.85","263.07","159.48M","0.39%"
"2020- 05- 20","262.72","260.48","263.25","260.48","140.30M","0.36%"
"2020- 05- 19","261.79","261.12","262.34","259.96","253.33M","2.49%"
"2020- 05- 18","255.44","254.55","256.31","252.95","223.00M","0.65%"
"2020- 05- 15","253.79","255.34","255.49","252.02","228.90M","0.06%"
"2020- 05- 14","253.65","253.26","254.39","252.09","167.64M","-0.86%"
"2020- 05- 13","255.85","250.03","255.85","249.95","141.25M","0.98%"
"2020- 05- 12","253.37","255.33","255.56","250.98","166.80M","-0.62%"
